year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean
0.0,1,0.0,6860.0,14.43680549,16.3221224
0.0,2,0.0,6367.0,14.61302025,16.44466869
0.0,2,0.0,5874.0,14.789235000000001,16.56721497
0.0,2,0.0,5872.0,14.789235000000001,16.56721497
0.0,1,0.0,5863.0,14.789235000000001,16.56721497
0.5,2,0.5,11022.0,15.06846066,17.16604425
1.0,2,1.0,15073.0,15.522621599999999,18.34173277
1.0,2,1.0,15288.0,15.68288985,18.87805463
